Institution,Date of initial application by author,Submitted by,University department,PubMed Central (PMC) ID,PubMed ID,DOI,Affiliated author,Publisher,Journal,ISSN,Type of publication,Article title,Date of publication,Fund that APC is paid from (1),Fund that APC is paid from (2),Fund that APC is paid from (3),Funder of research (1),Funder of research (2),Funder of research (3),Grant ID (1),Grant ID (2),Grant ID (3),Date of APC payment,APC paid (actual currency) including VAT if charged,APC paid (actual currency) excluding VAT,VAT (actual currency),Currency of APC,APC paid () including VAT if charged,APC paid () excluding VAT,VAT (),Additional publication costs (),"Discounts, memberships & pre-payment agreements",Amount of APC charged to COAF grant (include VAT if charged) in ,Amount of APC charged to RCUK OA fund (include VAT if charged) in ,Licence,Correct license applied,Problem-free open access publication,Notes
University of Cambridge,08/05/2015,,Department of Physics,,,10.1103/PhysRevX.5.021033,,American Physical Society,Physical Review X,2160-3308,Journal Article/Review (Full OA journal),Anharmonic Nuclear Motion and the Relative Stability of Hexagonal and Cubic ice,24/06/2015,RCUK,,,,,,,,,21/05/2015,,,,,1301.45,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/05/2015,,Department of Physics,,,10.1021/acsnano.5b01283,,American Chemical Society,ACS Nano,1936-0851,Journal Article/Review (Hybrid journal),Controllable Tuning Plasmonic Coupling with Nanoscale Oxidation,15/05/2015,RCUK,,,,,,,,,18/06/2015,,,,,1570.79,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/05/2015,,Department of Zoology,,,10.1111/een.12226,,Wiley,Ecological Entomology,,Journal Article/Review (Hybrid journal),How much flower-rich habitat is enough for wild pollinators? Answering a key policy question with incomplete knowledge,02/07/2015,RCUK,COAF,,,,,,,,02/06/2015,,,,,2352.32,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/05/2015,,Department of Pathology,,,10.1111/1751-7915.12296,,Wiley,Microbial Biotechnology,,Journal Article/Review (Full OA journal),Flagellar region 3b supports strong expression of integrated DNA and the highest chromosomal integration efficiency of the Escherichia coli flagellar regions,11/06/2015,RCUK,,,,,,,,,21/05/2015,,,,,2170.8,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/05/2015,,Department of Psychology,,,10.1007/s00213-015-3963-5,,Springer,Psychopharmacology,1432-2072,Journal Article/Review (Hybrid journal),The role of 5-HT2C receptors in touchscreen visual reversal learning in the rat: a cross-site study,26/05/2015,RCUK,COAF,,,,,,,,27/05/2015,,,,,1880.21,,,,,,,CC BY,Yes,Yes,
University of Cambridge,11/05/2015,,Stem Cell Institute,,,10.1002/stem.1889,,Wiley,Stem Cells,1066-5099,Journal Article/Review (Hybrid journal),Acute Loss of Cited2 Impairs Nanog Expression and Decreases Self-Renewal of Mouse Embryonic Stem Cells,06/11/2014,RCUK,COAF,,,,,,,,08/07/2015,,,,,1541.03,,,,,,,None,No,No,Not Open Access. No licence.
University of Cambridge,11/05/2015,,Cambridge Institute for Medical Research,,,10.4049/?jimmunol.1401288 ,,American Association of Immunologists,The Journal of Immunology,,,Genome-Wide Transcriptional Analyses of Islet-Specific CD4+ T Cells Identify Idd9 Genes Controlling Diabetogenic T Cell Function,11/02/2015,COAF,,,,,,,,,,,,,,,,,,,,,None,No,No,Not OA. Not yet invoiced.
University of Cambridge,11/05/2015,,Department of Chemistry,,,10.1021/acs.jpcc.5b02349,,American Chemical Society,The Journal of Physical Chemistry C,,Journal Article/Review (Hybrid journal),Spontaneous Local Symmetry Breaking: A Conformational Study of Glycine on Cu{311},07/05/2015,RCUK,,,,,,,,,24/06/2015,,,,,1564.54,,,,,,,CC BY,Yes,Yes,
University of Cambridge,12/05/2015,,Department of Public Health and Primary Care,,,10.1016/j.ebiom.2015.05.009,,Cell Press,EBioMedicine,,Journal Article/Review (Hybrid journal),Crowdsourcing the General Public for Large Scale Molecular Pathology Studies in Cancer,09/05/2015,COAF,,,,,,,,,21/05/2015,,,,,2563.92,,,,,,,CC BY-NC-ND,No,No,Wrong licence
University of Cambridge,12/05/2015,,Department of Archaeology and Anthropology,,,10.1179/1461957114Y.0000000055,,Maney,European Journal of Archaeology,,,"Materiality, Technology, and Constructing Social Knowledge through Bodily Representation: A View from Prehistoric Guernsey, Channel Islands",22/04/2015,COAF,,,,,,,,,19/05/2015,,,,,600,,,,,,,Custom commercial,No,No,
University of Cambridge,12/05/2015,,Department of Psychiatry,,,10.1016/j.neuroimage.2015.04.052,,Elsevier,NeuroImage,1053-8119,Journal Article/Review (Hybrid journal),A wavelet-based estimator of the degrees of freedom in denoised fMRI time series for probabilistic testing of functional connectivity and brain graphs,03/05/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,12/05/2015,,Cancer Research UK Cambridge Institute,,,10.1038/srep11061,,Nature Publishing Group,Scientific Reports,2045-2322,Journal Article/Review (Full OA journal),"A minimally invasive, lentiviral based method for the rapid and sustained genetic manipulation of renal tubules",05/06/2015,COAF,,,,,,,,,21/05/2015,,,,,1188,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,MRC Epidemiology Unit,,,10.1016/j.appet.2015.04.069,,Elsevier,Appetite,0195-6663,Journal Article/Review (Hybrid journal),The nutritional content and cost of supermarket ready-meals. Cross-sectional analysis,08/05/2015,RCUK,COAF,,,,,,,,20/05/2015,,,,,1665.68,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,Stem Cell Institute,,,10.1016/j.exphem.2015.05.006,,Elsevier,Experimental Hematology,,Journal Article/Review (Hybrid journal),Index sorting resolves heterogeneous murine hematopoietic stemcellpopulations,04/06/2015,RCUK,COAF,,,,,,,,03/06/2015,,,,,1832.63,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,Department of Engineering,,,10.1007/s00348-015-1965-z,,Springer,Experiments in Fluids,,Journal Article/Review (Hybrid journal),Laser diagnostics of pulverized coal combustion in O2/N2 and O2/CO2 conditions: velocity and scalar field measurements,13/05/2015,RCUK,,,,,,,,,28/07/2015,,,,,1863.09,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,Department of Earth Sciences,,,10.1088/0953-8984/27/28/285901,,IOP Publishing,Journal of Physics: Condensed Matter,,Journal Article/Review (Hybrid journal),Elastic and magnetoelastic relaxation behaviour of multiferroic (ferromagnetic + ferroelectric + ferroelastic) Pb(Fe0.5Nb0.5)O3 perovskite,30/06/2015,RCUK,,,,,,,,,16/07/2015,,,,,2040,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,Department of Chemistry,,,10.1021/jacs.5b03730,,American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal Article/Review (Hybrid journal),Selective Chemical Labeling of Natural T Modifications in DNA,06/05/2015,RCUK,COAF,,,,,,,,13/05/2015,,,,,968.68,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,MRC Epidemiology Unit,,,10.1371/journal.pmed.1001841,,Public Library of Science,PLOS Medicine,1549-1277,Journal Article/Review (Full OA journal),Associations between Potentially Modifiable Risk Factors and Alzheimer Disease: A Mendelian Randomization Study,16/06/2015,RCUK,COAF,,,,,,,,08/05/2015,,,,,2270.35,,,,,,,CC BY,Yes,Yes,
University of Cambridge,13/05/2015,,Department of Zoology,,,10.1038/srep11021,,Nature Publishing Group,Scientific Reports,2045-2322,Journal Article/Review (Full OA journal),Signal honesty and predation risk among a closely related group of aposematic species,05/06/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,14/05/2015,,Department of Medicine,,,10.1093/hmg/ddv185,,Oxford University Press,Human Molecular Genetics,1460-2083,Journal Article/Review (Hybrid journal),Critical role of the SPAK protein kinase CCT domain in controlling blood pressure,20/05/2015,RCUK,COAF,,,,,,,,18/05/2015,,,,,2100,,,,,,,CC BY,Yes,Yes,
University of Cambridge,14/05/2015,,Department of Engineering,,,10.1016/j.jcp.2015.05.017,,Elsevier,Journal of Computational Physics,,Journal Article/Review (Hybrid journal),Boundary element based multiresolution shape optimisation in electrostatics,18/05/2015,RCUK,,,,,,,,,04/06/2015,,,,,1665.67,,,,,,,CC BY,Yes,No,No licence on website
University of Cambridge,14/05/2015,,Department of Engineering,,,10.1111/jace.13683,,Wiley,Journal of the American Ceramic Society,0002-7820,Journal Article/Review (Hybrid journal),"A Reliable Method for Recycling (RE)-Ba-Cu-O (RE: Sm, Gd, Y) Bulk Superconductors",20/06/2015,RCUK,,,,,,,,,04/06/2015,,,,,2348.64,,,,,,,CC BY,Yes,No,Licence not added till 30/6/2015
University of Cambridge,14/05/2015,,Department of Engineering,,,10.1038/ncomms8428,,Nature Publishing Group,Nature Communications,2041-1723,Journal Article/Review (Full OA journal),Action plan co-optimization reveals the parallel encoding of competing reach movements,01/07/2015,RCUK,COAF,,,,,,,,,,,,,,,,,,,,CC BY,Yes,No,Not yet invoiced
University of Cambridge,14/05/2015,,Department of Public Health and Primary Care,,,,,Nature Publishing Group,Nature Communications,2041-1723,Journal Article/Review (Full OA journal),Rare coding variants and X-linked loci associated with age at menarche,,RCUK,COAF,,,,,,,,09/06/2015,,,,,3780,,,,,,,,,,
University of Cambridge,14/05/2015,,Department of Pathology,,,10.1371/journal.pone.0128703,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Detection of Hepatitis E Virus Antibodies in Dogs in the United Kingdom,15/06/2015,RCUK,COAF,,,,,,,,13/05/2015,,,,,1046.17,,,,,,,CC BY,Yes,Yes,
University of Cambridge,15/05/2015,,Department of Engineering,,,10.1002/jbmr.2552,,Wiley,Journal of Bone and Mineral Research,1523-4681,Journal Article/Review (Hybrid journal),Predicting Hip Fracture Type With Cortical Bone Mapping (CBM) in the Osteoporotic Fractures in Men (MrOS) Study,14/07/2015,COAF,,,,,,,,,30/06/2015,,,,,2290.08,,,,,,,None,No,No,
University of Cambridge,15/05/2015,,Department of Veterinary Medicine,,,10.1371/journal.pone.0129059,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),"Host Subtraction, Filtering and Assembly Validations for Novel Viral Discovery Using Next Generation Sequencing Data",22/06/2015,COAF,,,,,,,,,15/05/2015,,,,,1032.11,,,,,,,CC BY,Yes,Yes,
University of Cambridge,16/05/2015,,Department of Engineering,,,10.1016/j.jclepro.2015.06.014,,Elsevier,Journal of Cleaner Production,0959-6526,Journal Article/Review (Hybrid journal),Exploratory study of the state of environmentally conscious design in the medical device industry,08/07/2015,RCUK,,,,,,,,,06/07/2015,,,,,2475.77,,,,,,,CC BY,Yes,Yes,
University of Cambridge,16/05/2015,,Department of Archaeology and Anthropology,,,10.1016/j.jhevol.2015.02.009,,Elsevier,Journal of Human Evolution,,Journal Article/Review (Hybrid journal),Spatial and temporal variation of body size among early Homo,26/03/2015,RCUK,,,,,,,,,04/06/2015,,,,,2271.38,,,,,,,CC BY,Yes,No,Licence not labelled on PDF until recently
University of Cambridge,16/05/2015,,Stem Cell Institute,,,10.1038/leu.2015.172,,Nature Publishing Group,Leukemia,1476-5551,Journal Article/Review (Hybrid journal),Genome-scale definition of the transcriptional programme associated with compromised PU.1 activity in acute myeloid leukaemia,21/07/2015,RCUK,COAF,,,,,,,,30/06/2015,,,,,3480,,,,,,,CC BY,Yes,Yes,
University of Cambridge,16/05/2015,,Department of Pharmacology,,,10.1039/C5OB00440C ,,Royal Society of Chemistry,Organic & Biomolecular Chemistry ,1477-0539,Journal Article/Review (Hybrid journal),Triazolophostins: a library of novel and potent agonists of IP3 receptors,26/03/2015,RCUK,COAF,,,,,,,,,,,,,,,,,APC Voucher,,,CC BY,Yes,Yes,
University of Cambridge,16/05/2015,,Department of Engineering,,,10.1016/j.technovation.2015.05.002,,Elsevier,Technovation,,Journal Article/Review (Hybrid journal),Understanding and classifying the role of design demonstrators in scientific exploration,07/07/2015,RCUK,,,,,,,,,06/07/2015,,,,,1350.42,,,,,,,CC BY,Yes,Yes,
University of Cambridge,17/05/2015,,Department of Chemical Engineering and Biotechnology,,,10.1002/jps.24535,,Wiley,Journal of Pharmaceutical Sciences,,Journal Article/Review (Hybrid journal),Quantifying Pharmaceutical Film Coating with Optical Coherence Tomography and Terahertz Pulsed Imaging: An Evaluation,17/06/2015,RCUK,,,,,,,,,04/06/2015,,,,,2348.64,,,,,,,None,No,No,Not licensed
University of Cambridge,17/05/2015,,Department of Biochemistry,,,10.1021/acs.jproteome.5b00242,,American Chemical Society,Journal of Proteome Research,1535-3893,Journal Article/Review (Hybrid journal),High-Resolution Mass Spectrometry Based Proteomic Analysis of the Response to Vancomycin-Induced Cell Wall Stress in Streptomyces coelicolor A3(2),12/05/2015,RCUK,,,,,,,,,24/06/2015,,,,,1543.51,,,,,,,CC BY,Yes,Yes,
University of Cambridge,18/05/2015,,Stem Cell Institute,,,10.1016/j.stem.2015.05.003,,Cell Press,Cell Stem Cell,,Journal Article/Review (Hybrid journal),Functionally Distinct Subsets of Lineage-Biased Multipotent Progenitors Control Blood Production in Normal and Regenerative Conditions,18/06/2015,COAF,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,18/05/2015,,Department of Genetics,,,10.1186/s13059-015-0672-7,,BioMed Central,Genome Biology,1465-6906,Journal Article/Review (Full OA journal),Allele-specific binding of ZFP57 in the epigenetic regulation of imprinted and non-imprinted monoallelic expression,30/05/2015,RCUK,COAF,,,,,,,,27/05/2015,,,,,1865.4,,,,,,,CC BY,Yes,Yes,
University of Cambridge,18/05/2015,,Faculty of History,,,,,Wiley,Historical Research,,Journal Article/Review (Hybrid journal),Memories of violence and New English identities in early modern Ireland,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,Not yet invoiced
University of Cambridge,18/05/2015,,Department of Engineering,,,10.1016/j.jnnfm.2015.05.006,,Elsevier,Journal of Non-Newtonian Fluid Mechanics,,Journal Article/Review (Hybrid journal),Oscillations of aqueous PEDOT:PSS fluid droplets and the properties of complex fluids in drop-on-demand inkjet printing,23/05/2015,RCUK,,,,,,,,,04/06/2015,,,,,1892.81,,,,,,,CC BY,Yes,Yes,
University of Cambridge,18/05/2015,,Computer Laboratory,,,10.1109/JPROC.2015.2435732,,IEEE,Proceedings of the IEEE,,,Reconfigurable Network Systems and Software-Defined Networking,11/06/2015,RCUK,,,,,,,,,11/06/2015,,,,,1165.97,,,,,,,CC BY,Yes,Yes,
University of Cambridge,19/05/2015,,Department of Chemistry,,,10.1002/anie.201502813,,Wiley,Angewandte Chemie International Edition,1433-7851,Journal Article/Review (Hybrid journal),Deciphering the Non-Equivalence of Serine and Threonine O-Glycosylation Points: Implications for Molecular Recognition of the Tn Antigen by an anti-MUC1 Antibody,26/06/2015,RCUK,,,,,,,,,11/06/2015,,,,,2513.65,,,,,,,CC BY,Yes,No,Didn't become OA or have CC BY licence until 6/7/2015.
University of Cambridge,19/05/2015,,Department of Veterinary Medicine,,,10.1007/s00018-015-1915-1,,Springer,Cellular and Molecular Life Sciences,,Journal Article/Review (Hybrid journal),Critical residues involved in Toll-like receptor 4 activation by cationic lipid nanocarriers are not located at the lipopolysaccharide-binding interface,09/05/2015,RCUK,COAF,,,,,,,,10/07/2015,,,,,1889.9,,,,,,,CC BY,Yes,Yes,
University of Cambridge,19/05/2015,,Department of Clinical Neurosciences,,,10.3389/fnins.2015.00184,,Frontiers,Frontiers in Neuroscience,1662-4548,Journal Article/Review (Full OA journal),The fluorescent pentameric oligothiophene pFTAA identifies filamentous tau in live neurons cultured from adult P301S tau mice,29/05/2015,RCUK,,,,,,,,,04/06/2015,,,,,1115.6,,,,,,,CC BY,Yes,Yes,
University of Cambridge,19/05/2015,,Department of Pathology,,,,,Oxford University Press,The Journal of Infectious Diseases,,Journal Article/Review (Hybrid journal),Advances towards a norovirus antiviral: from classical inhibitors to lethal mutagenesis,,COAF,,,,,,,,,29/05/2015,,,,,2625.6,,,,,,,,,,
University of Cambridge,20/05/2015,,Department of Chemistry,,,10.1002/anie.201501892,,Wiley,Angewandte Chemie International Edition,1433-7851,Journal Article/Review (Hybrid journal),Designed Enclosure Enables Guest Binding Within the 4200?3 Cavity of a Self-Assembled Cube,14/04/2015,RCUK,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,20/05/2015,,Department of Plant Sciences,,,10.1016/j.pbi.2015.05.017,,Elsevier,Current Opinion in Plant Biology,,Journal Article/Review (Hybrid journal),Insights into C4 metabolism from comparative deep sequencing,05/06/2015,RCUK,,,,,,,,,,,,,,,,,,,,,None,No,No,Not yet invoiced
University of Cambridge,20/05/2015,,Department of Engineering,,,10.1007/s11340-015-0044-y,,Springer,Experimental Mechanics,,Journal Article/Review (Hybrid journal),Novel Experimental Method for Microscale Contact Analysis in Composite Fabric Forming,03/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,1896.28,,,,,,,CC BY,Yes,Yes,
University of Cambridge,20/05/2015,,Department of Engineering,,,10.1111/jfr3.12176,,Wiley,Journal of Flood Risk Management,,Journal Article/Review (Hybrid journal),Investigating the social value of the Ripon rivers flood alleviation scheme,12/05/2015,RCUK,,,,,,,,,24/06/2015,,,,,2268.58,,,,,,,None,No,No,Not licensed.
University of Cambridge,20/05/2015,,Department of Engineering,,,10.1109/JLT.2015.2436816,,IEEE,Journal of Lightwave Technology,,,Single-pixel phase-corrected fiber bundle endomicroscopy with lensless focussing capability,22/05/2015,COAF,,,,,,,,,23/06/2015,,,,,1269.08,,,,,,,CC BY,Yes,Yes,
University of Cambridge,20/05/2015,,Department of Pharmacology,,,10.1016/j.neuropharm.2015.05.016,,Elsevier,Neuropharmacology,,Journal Article/Review (Hybrid journal),A fluorescent approach for identifying P2X1 ligands,28/05/2015,COAF,,,,,,,,,22/05/2015,,,,,1665.68,,,,,,,CC BY-NC-ND,No,No,Wrong licence. Not labelled on website.
University of Cambridge,20/05/2015,,Department of Chemistry,,,10.1021/acs.orglett.5b01259,,American Chemical Society,Organic Letters,1523-7052,Journal Article/Review (Hybrid journal),Synthesis of Fluorosugar Reagents for the Construction of Well-Defined Fluoroglycoproteins,22/05/2015,RCUK,,,,,,,,,18/06/2015,,,,,1562.7,,,,,,,CC BY,Yes,Yes,
University of Cambridge,20/05/2015,,Department of Biochemistry,,,10.1093/protein/gzv029,,Oxford University Press,Protein Engineering Design and Selection,,Journal Article/Review (Hybrid journal),Directed evolution of anti-HER2 DARPins by SNAP display reveals stability/function trade-offs in the selection process,30/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,2100,,,,,,,CC BY,Yes,Yes,
University of Cambridge,20/05/2015,,Department of Psychology,,,10.1523/JNEUROSCI.1255-15.2015,,Society for Neuroscience,The Journal of Neuroscience,0270-6474,Journal Article/Review (Hybrid journal),fMRI Analysis-by-Synthesis Reveals a Dorsal Hierarchy That Extracts Surface Slant,08/07/2015,COAF,,,,,,,,,24/05/2015,,,,,2207.72,,,,,,,CC BY,Yes,No,No licence on website
University of Cambridge,20/05/2015,,Department of Chemistry,,,10.1007/s11244-015-0400-2,,Springer,Topics in Catalysis,,Journal Article/Review (Hybrid journal),Proline-Derived Structural Phases on Cu{311},30/05/2015,RCUK,,,,,,,,,17/06/2015,,,,,1896.28,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,MRC Epidemiology Unit,,,10.1016/j.appet.2015.05.022,,Elsevier,Appetite,0195-6663,Journal Article/Review (Hybrid journal),Prevalence and socio-demographic correlates of time spent cooking by adults in the 2005 UK Time Use Survey. Cross-sectional analysis,21/05/2015,RCUK,COAF,,,,,,,,03/06/2015,,,,,1679.92,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Chemistry,,,10.1021/acs.chemmater.5b00856,,American Chemical Society,Chemistry of Materials,0897-4756,Journal Article/Review (Hybrid journal),"2H and 27Al Solid-State NMR Study of the Local Environments in Al-Doped 2-Line Ferrihydrite, Goethite, and Lepidocrocite",13/05/2015,RCUK,,,,,,,,,24/06/2015,,,,,1552.99,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Centre for Family Research,,,10.1093/humrep/dev120,,Oxford University Press,Human Reproduction,1460-2350,Journal Article/Review (Hybrid journal),Friendly allies in raising a child: a survey of men and women seeking elective co-parenting arrangements via an online connection website,03/06/2015,COAF,,,,,,,,,04/06/2015,,,,,2550,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Zoology,,,10.1111/ibi.12254,,Wiley,Ibis,,Journal Article/Review (Hybrid journal),The sight of an adult brood parasite near the nest is an insufficient cue for a honeyguide host to reject foreign eggs,25/02/2015,RCUK,,,,,,,,,04/06/2015,,,,,2348.64,,,,,,,CC BY,Yes,No,CC BY licence not added till 23/7/2015
University of Cambridge,21/05/2015,,Department of Zoology,,,10.1111/1365-2656.12377,,Wiley,Journal of Animal Ecology,,Journal Article/Review (Hybrid journal),Antagonistic effect of helpers on breeding male and female survival in a cooperatively breeding bird,08/04/2015,RCUK,,,,,,,,,06/07/2015,,,,,2290.08,,,,,,,None,No,No,
University of Cambridge,21/05/2015,,Department of Chemistry,,,10.1021/jacs.5b03958,,American Chemical Society,Journal of the American Chemical Society,0002-7863,Journal Article/Review (Hybrid journal),NMR Study of Ion Dynamics and Charge Storage in Ionic Liquid Supercapacitors,14/05/2015,RCUK,,,,,,,,,24/06/2015,,,,,1552.99,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Chemistry,,,10.1371/journal.pone.0130036,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),Alpha-2-Macroglobulin Is Acutely Sensitive to Freezing and Lyophilization: Implications for Structural and Functional Studies,23/06/2015,COAF,,,,,,,,,27/05/2015,,,,,1062.04,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Zoology,,,10.1098/rspb.2015.0598 ,,Royal Society,Proceedings of the Royal Society B,0962-8452,Journal Article/Review (Hybrid journal),Hosts of avian brood parasites have evolved egg signatures with elevated information content,17/06/2015,RCUK,,,,,,,,,11/06/2015,,,,,1440,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Zoology,,,10.1098/rspb.2015.0795,,Royal Society,Proceedings of the Royal Society B,0962-8452,Journal Article/Review (Hybrid journal),"Evidence for aggressive mimicry in an adult brood parasitic bird, and generalized defences in its host",10/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,1530,,,,,,,CC BY,Yes,Yes,
University of Cambridge,21/05/2015,,Department of Oncology,,,10.1259/bjr.20150172,,British Institute of Radiology,The British Journal of Radiology,,,Exploiting biological and physical determinants of radiotherapy toxicity to individualize treatment,18/06/2015,COAF,,,,,,,,,28/05/2015,,,,,2220,,,,,,,CC BY,Yes,No,No licence on PDF
University of Cambridge,22/05/2015,,Department of Pathology,,,10.1186/s12864-015-1650-x,,BioMed Central,BMC Genomics,1471-2164,Journal Article/Review (Full OA journal),Expansion of the HSFY gene family in pig lineages,09/06/2015,RCUK,COAF,,,,,,,,20/07/2015,,,,,1457.4,,,,,,,CC BY,Yes,Yes,
University of Cambridge,22/05/2015,,Department of Chemistry,,,10.1021/acs.jpcb.5b01800,,American Chemical Society,The Journal of Physical Chemistry B,,Journal Article/Review (Hybrid journal),Equilibrium Molecular Thermodynamics from Kirkwood Sampling,27/04/2015,RCUK,,,,,,,,,24/06/2015,,,,,1570.79,,,,,,,CC BY,Yes,No,Became satisfactory in late July 2015
University of Cambridge,22/05/2015,,Department of Biochemistry,,,10.1111/tpj.12898,,Wiley,The Plant Journal,,Journal Article/Review (Hybrid journal),"An unusual xylan in Arabidopsis primary cell walls is synthesised by GUX3, IRX9L, IRX10L and IRX14",04/06/2015,RCUK,,,,,,,,,10/07/2015,,,,,3053.44,,,,,,,CC BY,Yes,Yes,Only made OA and given licence on 21/7/2015
University of Cambridge,22/05/2015,,Department of Psychiatry,,,10.1038/tp.2015.86,,Nature Publishing Group,Translational Psychiatry,,Journal Article/Review (Full OA journal),Psychometric precision in phenotype definition is a useful step in molecular genetic investigation of psychiatric disorders,21/05/2015,RCUK,COAF,,,,,,,,04/06/2015,,,,,2880,,,,,,,CC BY,Yes,Yes,
University of Cambridge,23/05/2015,,Cambridge Institute for Medical Research,,,10.1107/S2053230X15008584,,International Union of Crystallography ,Acta Crystallographica Section F,1744-3091,Journal Article/Review (Hybrid journal),Structural Biology Communications,01/07/2015,COAF,,,,,,,,,02/07/2015,,,,,762.92,,,,,,,None,No,No,
University of Cambridge,23/05/2015,,Department of Clinical Biochemistry,,,10.1007/s00125-015-3647-z,,Springer,Diabetologia,0012-186X,Journal Article/Review (Hybrid journal),Diagnosis of gestational diabetes mellitus: falling through the net,14/06/2015,COAF,,,,,,,,,15/06/2015,,,,,1921.12,,,,,,,CC BY,Yes,Yes,
University of Cambridge,25/05/2015,,Department of Engineering,,,10.1016/j.jclepro.2015.05.079,,Elsevier,Journal of Cleaner Production,0959-6526,Journal Article/Review (Hybrid journal),Sustainable venture capital - catalyst for sustainable start-up success?,30/05/2015,RCUK,,,,,,,,,,,,,,,,,,,,,CC BY,Yes,Yes,Not yet invoiced
University of Cambridge,25/05/2015,,Department of Chemistry,,,10.1038/srep11645,,Nature Publishing Group,Scientific Reports,2045-2322,Journal Article/Review (Full OA journal),Structural colour in Chondrus crispus,03/07/2015,RCUK,,,,,,,,,17/06/2015,,,,,1188,,,,,,,CC BY,Yes,Yes,
University of Cambridge,26/05/2015,,Gurdon Institute,,,10.1016/j.celrep.2015.06.011,,Cell Press,Cell Reports,2211-1247,Journal Article/Review (Full OA journal),Clonal Dynamics Reveal Two Distinct Populations of Basal Cells in Slow-Turnover Airway Epithelium,25/06/2015,RCUK,COAF,,,,,,,,29/09/2014,,,,,3816.79,,,,,,,CC BY,Yes,Yes,
University of Cambridge,26/05/2015,,Department of Plant Sciences,,,10.1109/TGRS.2015.2431692,,IEEE,IEEE Transactions on Geoscience and Remote Sensing,,,"Non-parametric Image Registration of Airborne LiDAR, Hyperspectral and Photographic Imagery of Wooded Landscapes",02/06/2015,RCUK,COAF,,,,,,,,13/07/2015,,,,,1365.41,,,,,,,CC BY,Yes,Yes,
University of Cambridge,26/05/2015,,Department of Plant Sciences,,,10.1093/nar/gkv604,,Oxford University Press,Nucleic Acids Research,1362-4962,Journal Article/Review (Full OA journal),FDF-PAGE: a powerful technique revealing previously undetected small RNAs sequestered by complementary transcripts,13/06/2015,RCUK,,,,,,,,,17/06/2015,,,,,852,,,,,,,CC BY,Yes,Yes,
University of Cambridge,26/05/2015,,Department of Physics,,,10.1103/PhysRevX.5.031002,,American Physical Society,Physical Review X,2160-3308,Journal Article/Review (Full OA journal),Spontaneous Spin Bifurcations and Ferromagnetic Phase Transitions in a Spinor Exciton-Polariton Condensate,08/07/2015,RCUK,,,,,,,,,04/06/2015,,,,,1293.46,,,,,,,CC BY,Yes,Yes,
University of Cambridge,26/05/2015,,Department of Zoology,,,,,Public Library of Science,PLOS ONE,1932-6203,Journal Article/Review (Full OA journal),On Heels and Toes: How Ants Climb with Adhesive Pads and Tarsal Friction Hair Arrays,,RCUK,,,,,,,,,,,,,,,,,,,,,,,,
University of Cambridge,26/05/2015,,"Department of Physiology, Development and Neuroscience",,,10.1098/rspb.2014.1766 ,,Royal Society,Proceedings of the Royal Society B,0962-8452,Journal Article/Review (Hybrid journal),"Choice mechanisms for past, temporally extended outcomes",10/06/2015,COAF,,,,,,,,,29/09/2014,,,,,1440,,,,,,,CC BY,Yes,Yes,
